id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p38_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p38_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p38;NA;p38;5.111.932;3.248.138;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;16;94;25.586.812.142.453.200;1.051.556.426;13;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p39_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p39_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p39;NA;p39;5.111.913;3.248.423;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;11;91.91;0.7180410450156398;788.431.386;10;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p4_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p4_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p4;NA;p4;5.112.396;32.258;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;10;91.33;1.447.384.929.537.420;69.654.502;9;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p40_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p40_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p40;NA;p40;51.118.941;3.248.622;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;6;90.88;0.6780600675026115;554.027.153;6;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p41_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p41_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p41;NA;p41;51.118.752;3.248.849;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;14;95.69;2.344.527.474.775.810;1.064.134.065;13;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p42_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p42_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p42;NA;p42;51.119.436;3.248.467;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;14;99.07;19.042.676.878.872.800;835.607.748;12;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p43_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p43_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p43;NA;p43;51.119.247;3.248.666;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;16;18.75;26.122.758.175.360.800;885.424.665;13;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p44_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p44_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p44;NA;p44;51.119.057;3.248.894;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;13;28.66;23.558.972.659.897.200;747.903.653;12;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p45_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p45_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p45;NA;p45;51.118.868;3.249.179;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;8;90.52;0.9173404921995496;57.636.734;8;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p46_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p46_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p46;NA;p46;51.119.597;3.248.782;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;14;60.94;2.467.851.403.915.590;740.541.462;12;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p47_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p47_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p47;NA;p47;51.119.417;3.249.039;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;15;31.25;2.856.458.456.026.650;828.995.783;12;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p48_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p48_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p48;NA;p48;51.119.272;3.249.324;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;20;78.03;2.579.343.005.669.700;1.096.607.009;19;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p49_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p49_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p49;NA;p49;5.111.911;3.249.637;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;14;100.09;17.999.388.123.388.000;941.565.991;12;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p5_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p5_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p5;NA;p5;51.123.773;322.507;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;12;36.96;22.128.354.241.892.700;803.495.666;11;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p50_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p50_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p50;NA;p50;51.120.206;3.250.172;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;16;96.94;16.083.356.960.065.900;786.841.993;13;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p51_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p51_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p51;NA;p51;51.120.025;3.250.328;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;19;68.39;25.477.792.598.553.800;1.105.283.006;16;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p52_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p52_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p52;NA;p52;51.119.827;3.250.541;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;13;75.48;185.841.456.148.461;8.252.204.159.999.990;10;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p53_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p53_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p53;NA;p53;51.119.656;3.250.712;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;21;8.432.000.000.000.000;16.907.043.577.963.000;13.062.911.198;16;0.12087912087912088;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p54_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p54_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p54;NA;p54;5.111.813;3.249.332;2;2;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;91;9;99;22.145.033.598.327.700;675.180.985;8;0.12087912087912088;51.12;3.24
