id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p39_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p39_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p39;NA;p39;51.12;3.25;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;12;98.02;1.00992455225668;788.431386;10;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p4_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p4_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p4;NA;p4;51.12;3.23;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;11;93.83;1.58609234821482;696.54502;9;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p40_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p40_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p40;NA;p40;51.12;3.25;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;7;97.97;1.00369256245881;554.027153;6;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p41_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p41_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p41;NA;p41;51.12;3.25;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;15;97.13;2.42107439722682;1064.134065;13;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p42_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p42_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p42;NA;p42;51.12;3.25;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;15;100.01;1.96315180131098;835.607748;12;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p43_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p43_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p43;NA;p43;51.12;3.25;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;17;28.75;2.63576970948803;885.424665;13;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p44_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p44_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p44;NA;p44;51.12;3.25;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;14;61.96;2.08568641120548;747.903653;12;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p45_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p45_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p45;NA;p45;51.12;3.25;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;9;91.02;0.961448910003311;576.36734;8;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p46_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p46_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p46;NA;p46;51.12;3.25;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;15;64.94;2.64958876440039;740.541462;12;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p47_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p47_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p47;NA;p47;51.12;3.25;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;16;37.75;3.02729771117211;828.995783;12;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p48_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p48_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p48;NA;p48;51.12;3.25;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;21;91.03;2.80253793438743;1096.607009;19;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p49_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p49_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p49;NA;p49;51.12;3.25;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;14;100.09;1.7999388123388;941.565991;12;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p5_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p5_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p5;NA;p5;51.12;3.23;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;13;41.96;2.47609618097545;803.495666;11;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p50_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p50_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p50;NA;p50;51.12;3.25;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;17;97.44;1.64649812277991;786.841993;13;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p51_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p51_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p51;NA;p51;51.12;3.25;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;20;69.39;2.61985197620383;1105.283006;16;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p52_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p52_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p52;NA;p52;51.12;3.25;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;14;76.2;1.91797134865546;825.220416;10;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p53_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p53_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p53;NA;p53;51.12;3.25;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;22;85.38;1.76612301999883;1306.2911198;16;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p54_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p54_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p54;NA;p54;51.12;3.25;2;2;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;92;9;99;2.21450335983278;675.180985;8;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p55_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p55_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p55;NA;p55;51.12;3.25;2;2;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;92;11;97.51;1.16787306281041;843.089885;11;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p56_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p56_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p56;NA;p56;51.12;3.25;2;2;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;92;9;95;1.128262656571;464.062836;7;0.130434782608696;51.12;3.24
