taxon_clean;taxon_ori;kingdom;phylum;class;order;family;genus;IsGymnosperm
Aglaia odorata;Aglaia odorata;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia odoratissima;Aglaia odoratissima;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia silvestris;Aglaia silvestris;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp ;Aglaia sp. 1;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 0;Aglaia sp. 10;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp ;Aglaia sp. 11;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 2;Aglaia sp. 12;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 3;Aglaia sp. 13;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 4;Aglaia sp. 14;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 5;Aglaia sp. 15;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 6;Aglaia sp. 16;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 7;Aglaia sp. 17;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 9;Aglaia sp. 19;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 2;Aglaia sp. 2;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 20;Aglaia sp. 20;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 2;Aglaia sp. 21;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 22;Aglaia sp. 22;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 23;Aglaia sp. 23;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 24;Aglaia sp. 24;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 26;Aglaia sp. 26;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 27;Aglaia sp. 27;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 28;Aglaia sp. 28;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 29;Aglaia sp. 29;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 3;Aglaia sp. 3;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 3;Aglaia sp. 31;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 4;Aglaia sp. 4;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 5;Aglaia sp. 5;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 6;Aglaia sp. 6;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 7;Aglaia sp. 7;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 8;Aglaia sp. 8;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia sp 9;Aglaia sp. 9;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia;Aglaia sp.3;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Aglaia spectabilis;Aglaia spectabilis;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaia tomentosa;Aglaia tomentosa;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Aglaia;No
Aglaonema nitidum;Aglaonema nitidum;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Aglaonema;No
Aglaonema simplex;Aglaonema simplex;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Aglaonema;No
Agonandra macrocarpa;Agonandra macrocarpa;Plantae;Tracheophyta;Magnoliopsida;Santalales;Opiliaceae;Agonandra;No
Agonandra macrocarpa;Agonandra macrocarpa L. O. Williams.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Agoseris aurantiaca;Agoseris aurantiaca;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Agoseris;No
Agoseris glauca;Agoseris glauca;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Agoseris;No
Agrostis canina;Agrostis canina;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Agrostis;No
Agrostis capillaris;Agrostis capillaris;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Agrostis;No
Agrostis curtisii;Agrostis curtisii;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Alpagrostis;No
Agrostis pourretii;Agrostis pourretii;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Agrostis;No
Agrostis spp;Agrostis spp.;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Agrostis;No
Agrostis stolonifera;Agrostis stolonifera;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Agrostis;No
Agrostistachys sessilifolia;Agrostistachys sessilifolia;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Agrostistachys;No
Agrostophyllum bicuspidatum;Agrostophyllum bicuspidatum;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Agrostophyllum;No
Agrostophyllum ;Agrostophyllum sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Agrostophyllum sp ;Agrostophyllum sp.1;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Agrostophyllum;No
Aidia yunnanensis;Aidia yunnanensis (Hutch.) Yama.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Ailanthus altissima;Ailanthus altissima;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Simaroubaceae;Ailanthus;No
Ainsliaea acerifolia var subapoda;Ainsliaea acerifolia var. subapoda;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Ainsliaea apiculata;Ainsliaea apiculata;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Ainsliaea;No
Ainsliaea latifolia;Ainsliaea latifolia;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Ainsliaea;No
Aiphanes erinacea;Aiphanes erinacea;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Aiphanes;No
AJUGA REPTANS;AJUGA   REPTANS;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Aiphanes;No
Ajuga macrosperma;Ajuga macrosperma;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Ajuga;No
Ajuga reptans;Ajuga reptans;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Ajuga;No
Alafia barteri;Alafia barteri;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Alafia;No
Alafia whytei;Alafia whytei;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Alafia;No
Alangium chinense;Alangium chinense;Plantae;Tracheophyta;Magnoliopsida;Cornales;Cornaceae;Alangium;No
Alangium chinense;Alangium chinense (Lour.) Harms;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alangium chinense;Alangium chinensis;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alangium ebenaceum;Alangium ebenaceum;Plantae;Tracheophyta;Magnoliopsida;Cornales;Cornaceae;Alangium;No
Alangium javanicum;Alangium javanicum;Plantae;Tracheophyta;Magnoliopsida;Cornales;Cornaceae;Alangium;No
Alangium kurzii;Alangium kurzii;Plantae;Tracheophyta;Magnoliopsida;Cornales;Cornaceae;Alangium;No
Alangium kurzii;Alangium kurzii Craib;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alangium yunnanense;Alangium yunnanense C. Y. Wu ex Fang et al.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Albertisia papuana;Albertisia papuana;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Menispermaceae;Albertisia;No
Albertisia scandens;Albertisia scandens;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Menispermaceae;Albertisia;No
Albizia adinocephala;Albizia adinocephala;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Albizia;No
Albizia chinensis;Albizia chinensis (Osb.) Merr.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Albizia gummifera;Albizia gummifera (J.F. Gmel.) C.A. SM;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Albizia julibrissin;Albizia julibrissin;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Albizia;No
Albizia kalkora;Albizia kalkora;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Albizia;No
Albizia lebbeck;Albizia lebbeck;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Albizia;No
Albizia niopoides;Albizia niopoides;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Albizia;No
Albizia odoratissima;Albizia odoratissima;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Albizia;No
Albizia odoratissima;Albizia odoratissima (L. f.) Bth.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Albizia tomentosa;Albizia tomentosa (Micheli) Standl.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Albizia chinensis;Albizzia cf. chinensis;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Albizzia lebbeck;Albizzia lebbek;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Albizia odoratissima;Albizzia odoratissima;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Albizia procera;Albizzia procera;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alchornea discolor;Alchornea aff discolor Poeppig;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Albizia;No
Alchornea costaricensis;Alchornea costaricensis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Alchornea;No
Alchornea iricurana;Alchornea iricurana Casar.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alchornea latifolia;Alchornea latifolia;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Alchornea;No
Alchornea latifolia;Alchornea latifolia (Euphorbiaceae);Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alchornea rugosa;Alchornea rugosa;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Alchornea;No
Alchornea;Alchornea sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alchornea trewioides;Alchornea trewioides;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Alchornea;No
Alchornea triplinervia;Alchornea triplinervia;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Alchornea;No
Alchornea triplinervia;Alchornea triplinervia (Spreng.) Müll. Arg.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alchorneopsis floribunda;Alchorneopsis aff floribunda (Bentham) Muell. Arg.;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Alchornea;No
Alchorneopsis floribunda;Alchorneopsis floribunda;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Alchorneopsis;No
Alepocuris pratensis;Alepocuris pratensis;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alibertia myrciifolia;Alibertia  myrcifolia Schum.;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Alchorneopsis;No
Alibertia atlantica;Alibertia atlantica;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Alibertia;No
Alibertia hispida;Alibertia hispida Ducke;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Kutchubaea;No
ALLIARIA PETIOLATA;ALLIARIA   PETIOLATA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Kutchubaea;No
Allium;Allium;Plantae;Tracheophyta;Liliopsida;Asparagales;Amaryllidaceae;Allium;No
Allium;Allium sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Allium tricoccum;Allium tricoccum;Plantae;Tracheophyta;Liliopsida;Asparagales;Amaryllidaceae;Allium;No
Allium wallichii;Allium wallichii;Plantae;Tracheophyta;Liliopsida;Asparagales;Amaryllidaceae;Allium;No
Allomarkgrafia plumeriiflora;Allomarkgrafia plumeriiflora;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Allomarkgrafia;No
Allophylus paniculatus;Allophyllus cf. paniculatus (Poepp.) Radlk;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Allomarkgrafia;No
Allophylus edulis;Allophyllus edulis (u);Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Allophylus pauciflorus;Allophyllus pauciflorus Radlk.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Allophylus cobbe;Allophylus cobbe;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Allophylus;No
Allophylus cominia;Allophylus cominia (L.) Sw.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Allophylus macrobotrys;Allophylus macrobotrys Gilg;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Allophylus occidentalis;Allophylus occidentalis;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Allophylus;No
Allophylus psilospermus;Allophylus psilospermus;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Allophylus;No
Allophylus sp ;Allophylus sp. 1;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Allophylus;No
Allophylus sp 2;Allophylus sp. 2;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Allophylus;No
Alniphyllum fortunei;Alniphyllum fortunei;Plantae;Tracheophyta;Magnoliopsida;Ericales;Styracaceae;Alniphyllum;No
Alnus glutinosa;Alnus glutinosa;Plantae;Tracheophyta;Magnoliopsida;Fagales;Betulaceae;Alnus;No
Alocasia longifolia;Alocasia longifolia;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Alocasia;No
Alocasia macrorhizus;Alocasia macrorhiza;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Alocasia;No
Alocasia macrorhizus;Alocasia macrorhiza;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alopecurus geniculatus;Alopecurus geniculatus;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Alopecurus;No
Alphitonia excelsa;Alphitonia excelsa;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Alphitonia;No
Alphitonia incana;Alphitonia incana;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Alphitonia;No
Alphitonia incana;Alphitonia.incana;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Alphitonia;No
Alphitonia sp;Alphitonia.sp.;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Alphitonia;No
Alphonsea sp ;Alphonsea sp. 1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Alphitonia;No
Alpinia aquatica;Alpinia aquatica;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Alpinia;No
Alpinia nieuwenhuizii;Alpinia cf. nieuwenhuizii;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Alpinia;No
Alpinia nieuwenhuizii;Alpinia cf. nieuwenhuizii;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alpinia glabra;Alpinia glabra;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Alpinia;No
Alpinia ligulata;Alpinia ligulata;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Alpinia;No
Alpinia pubiflora;Alpinia pubiflora;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Alpinia;No
Alpinia oceanica;Alpinia.oceanica;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Alpinia;No
Alpinia sp ;Alpinia.sp.1;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Alpinia;No
Alpinia sp 2;Alpinia.sp.2;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Alpinia;No
Alseis sp;Alseis  sp.;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Alpinia;No
Alseis blackiana;Alseis blackiana;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Alseis;No
Alseodaphne ceratoxylon;Alseodaphne ceratoxylon;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alseodaphne cuneata;Alseodaphne cuneata;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alseodaphne oblanceolata;Alseodaphne oblanceolata;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Alseodaphne;No
Alseodaphne ;Alseodaphne sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Alsophila firma;Alsophila firma;Plantae;Tracheophyta;Polypodiopsida;Cyatheales;Cyatheaceae;Alsophila;No
Alstonia angustiloba;Alstonia angustiloba;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Alstonia;No
