id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p39_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p39_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p39;NA;p39;51.11913;3.248423;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;12;98.02;1.009924552256679;788.431386;10;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p4_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p4_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p4;NA;p4;51.12396;3.2258;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;11;93.83;1.586092348214819;696.54502;9;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p40_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p40_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p40;NA;p40;51.118941;3.248622;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;7;97.97;1.0036925624588129;554.027153;6;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p41_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p41_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p41;NA;p41;51.118752;3.248849;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;15;97.13;2.4210743972268167;1064.134065;13;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p42_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p42_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p42;NA;p42;51.119436;3.248467;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;15;100.01;1.9631518013109752;835.607748;12;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p43_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p43_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p43;NA;p43;51.119247;3.248666;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;17;28.75;2.6357697094880344;885.424665;13;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p44_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p44_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p44;NA;p44;51.119057;3.248894;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;14;61.959999999999994;2.0856864112054847;747.903653;12;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p45_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p45_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p45;NA;p45;51.118868;3.249179;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;9;91.02;0.9614489100033112;576.36734;8;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p46_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p46_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p46;NA;p46;51.119597;3.248782;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;15;64.94;2.6495887644003933;740.541462;12;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p47_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p47_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p47;NA;p47;51.119417;3.249039;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;16;37.75;3.0272977111721127;828.995783;12;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p48_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p48_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p48;NA;p48;51.119272;3.249324;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;21;91.03;2.80253793438743;1096.607009;19;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p49_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p49_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p49;NA;p49;51.11911;3.249637;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;14;100.09;1.7999388123388016;941.565991;12;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p5_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p5_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p5;NA;p5;51.123773;3.22507;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;13;41.96;2.476096180975453;803.495666;11;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p50_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p50_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p50;NA;p50;51.120206;3.250172;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;17;97.44;1.6464981227799065;786.841993;13;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p51_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p51_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p51;NA;p51;51.120025;3.250328;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;20;69.39;2.6198519762038326;1105.283006;16;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p52_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p52_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p52;NA;p52;51.119827;3.250541;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;14;76.2;1.9179713486554648;825.2204159999999;10;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p53_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p53_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p53;NA;p53;51.119656;3.250712;3;3;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;22;85.38000000000001;1.7661230199988345;1306.2911198;16;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p54_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p54_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p54;NA;p54;51.11813;3.249332;2;2;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;92;9;99;2.2145033598327752;675.180985;8;0.13043478260869565
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p55_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p55_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p55;NA;p55;51.118264;3.249704;2;2;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;92;11;97.51;1.167873062810412;843.089885;11;0.13043478260869565
